-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,64,64,64,64,64,64,64,64,64,64,64,64,64,64,-1
-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,-1,12
-1,64,81,-1,65,-1,-1,-1,-1,-1,-1,65,-1,12,12,12
-1,12,12,-1,67,-1,-1,-1,-1,-1,-1,67,-1,-1,-1,12
-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,12
-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
-1,69,69,69,69,69,69,69,69,69,69,69,69,69,69,12
